inlf,hours,kidslt6,kidsge6,age,educ,wage,repwage,hushrs,husage,huseduc,huswage,faminc,mtr,motheduc,fatheduc,unem,city,exper,nwifeinc
0,0,1,1,32,12,NA,0,3260,31,12,4.447899818,14500,0.721499979,12,7,7.5,1,8,14.5
0,0,0,3,51,9,NA,0,1987,51,12,8.052300453,19700,0.721499979,7,7,14,1,20,19.70000076
0,0,0,0,38,11,NA,0,2185,46,11,7.505700111,16788,0.691500008,10,7,14,1,4,16.78800011
0,0,2,0,33,12,NA,0,2475,36,12,7.474699974,18520,0.691500008,10,10,11,1,7,18.52000046
0,0,0,0,54,12,NA,0,2610,53,12,6.321800232,20950,0.691500008,16,10,9.5,1,10,20.95000076
0,0,0,3,38,9,NA,0,1920,44,12,2.135400057,7574,0.801500022,7,3,11,0,3,7.573999882
0,0,2,2,30,11,NA,0,2352,31,14,4.209199905,10027,0.771499991,7,7,3,0,5,10.02700043
0,0,2,3,34,12,NA,0,3160,30,12,0.759500027,5000,0.941500008,12,12,7.5,0,10,5
0,0,0,1,34,9,NA,0,1040,37,13,4.807700157,7040,0.791499972,12,7,3,0,0,7.039999962
0,0,0,2,50,12,NA,0,3120,49,12,12.78800011,40800,0.521499991,10,7,7.5,1,3,40.79999924
0,0,2,0,30,17,NA,0,2240,30,16,7.14289999,16050,0.721499979,12,12,11,0,10,16.04999924
0,0,0,2,38,12,NA,0,1980,42,16,15.15200043,33100,0.581499994,10,7,11,1,2,33.09999847
0,0,0,0,54,14,NA,0,1960,58,14,7.908199787,33856,0.721499979,12,12,9.5,1,10,33.85599899
0,0,1,2,30,12,NA,3,2940,31,17,6.972799778,20500,0.691500008,12,12,7.5,1,4,20.5
0,0,0,0,55,12,NA,0,2467,56,11,4.91809988,28600,0.581499994,7,7,5,1,0,28.60000038
0,0,0,1,51,10,NA,0,2256,56,12,8.311200142,18750,0.691500008,10,10,11,0,10,18.75
0,0,0,1,44,12,NA,0,1680,46,12,7.14289999,20300,0.721499979,7,7,9.5,1,5,20.29999924
0,0,0,0,53,12,NA,0,2250,55,12,5.688899994,13420,0.721499979,7,7,5,0,0,13.42000008
0,0,0,2,42,10,NA,0,2400,49,9,7.083300114,18400,0.721499979,3,3,5,0,0,18.39999962
0,0,0,2,38,12,NA,0,2196,42,11,5.692200184,16682,0.721499979,10,7,7.5,0,19,16.68199921
0,0,1,3,38,13,NA,0,2400,40,12,11.39999962,32685,0.621500015,7,7,7.5,1,2,32.68500137
0,0,1,4,41,12,NA,0,3825,41,11,1.415199995,7050,0.801500022,3,3,9.5,1,12,7.050000191
0,0,0,3,35,8,NA,0,2860,44,9,2.750699997,10867,0.781499982,12,7,9.5,1,5,10.86699963
0,0,1,2,33,12,NA,2.75,2750,34,12,6.618199825,18220,0.721499979,12,12,9.5,1,5,18.21999931
0,0,0,0,48,13,NA,0,2103,50,16,9.272500038,26613,0.691500008,7,7,7.5,0,5,26.61300087
0,0,0,0,47,12,NA,0,1880,51,12,12.2869997,25000,0.621500015,12,10,7.5,1,10,25
0,0,0,5,34,12,NA,0,3185,41,13,2.854899883,15700,0.75150001,7,7,7.5,1,0,15.69999981
0,0,2,1,33,13,NA,0,2677,37,17,7.970900059,40250,0.521499991,12,10,5,1,4,40.25
0,0,3,1,31,13,NA,0,3600,36,17,19.44400024,73600,0.441500008,12,16,11,0,3,73.59999847
0,0,0,0,58,8,NA,0,4334,58,8,1.480599999,10592,0.75150001,12,7,7.5,1,2,10.59200001
0,0,0,0,49,12,NA,0,2874,52,8,1.891800046,8000,0.75150001,7,7,3,0,1,8
0,0,0,1,55,8,NA,0,1936,56,9,6.921500206,13400,0.721499979,7,3,7.5,1,0,13.39999962
0,0,0,0,44,14,NA,1.5,1964,49,8,10.69200039,23700,0.661499977,12,12,14,1,1,23.70000076
0,0,0,0,44,9,NA,0,1900,48,8,9.947400093,18900,0.691500008,7,7,11,1,1,18.89999962
0,0,0,3,36,16,NA,0,2500,37,17,19,48300,0.461499989,7,12,9.5,1,6,48.29999924
0,0,0,3,38,12,NA,0,3173,46,14,7.488200188,24470,0.661499977,14,14,9.5,1,12,24.46999931
0,0,0,3,37,16,NA,0,2916,38,17,9.258999825,28630,0.621500015,16,7,7.5,1,6,28.62999916
0,0,0,0,47,12,NA,0,2208,51,12,11.32199955,25320,0.621500015,12,7,5,1,9,25.31999969
0,0,0,3,47,12,NA,0,2094,47,10,6.447000027,13530,0.75150001,12,10,7.5,1,14,13.52999973
0,0,1,1,32,12,NA,0,2250,33,12,6.577799797,14800,0.721499979,7,7,9,1,13,14.80000019
0,0,1,2,43,12,NA,0,2000,46,12,6.099999905,17400,0.75150001,12,7,7.5,0,8,17.39999962
0,0,1,4,42,11,NA,0,2600,48,10,4.230800152,15980,0.781499982,10,10,3,0,0,15.97999954
0,0,0,0,56,12,NA,0,4368,57,8,2.217000008,16576,0.721499979,7,7,7.5,0,1,16.57600021
0,0,0,5,38,13,NA,2.25,3068,40,16,6.518899918,21850,0.691500008,12,7,11,1,3,21.85000038
0,0,0,2,52,12,NA,0,2218,51,11,6.492300034,14600,0.721499979,7,7,14,1,13,14.60000038
0,0,0,0,50,12,NA,0,1848,56,12,11.36400032,21600,0.661499977,12,12,7.5,1,3,21.60000038
0,0,0,0,33,16,NA,0,2430,33,17,9.87650013,24000,0.661499977,12,12,7.5,1,8,24
0,0,0,2,44,16,NA,0,2640,44,17,7.657599926,20883,0.691500008,7,7,7.5,1,8,20.88299942
0,0,0,1,41,12,NA,0,2108,42,16,8.301699638,19500,0.691500008,7,7,14,0,18,19.5
0,0,0,1,45,12,NA,0,1998,45,12,14.11400032,42800,0.621500015,14,12,11,1,2,42.79999924
0,0,0,0,53,14,NA,0,2500,55,16,16,41500,0.521499991,7,7,7.5,0,3,41.5
0,0,0,0,53,14,NA,0,1665,56,17,11.29100037,18965,0.691500008,12,12,14,1,5,18.96500015
0,0,0,1,42,12,NA,0,2990,46,12,2.33949995,16100,0.721499979,12,10,9.5,1,2,16.10000038
0,0,2,0,32,13,NA,0,1795,35,16,7.799399853,14700,0.721499979,12,17,7.5,1,10,14.69999981
0,0,0,0,56,12,NA,0,2500,53,12,6,18800,0.721499979,7,7,7.5,1,30,18.79999924
0,0,1,3,37,11,NA,0,2205,40,11,6.68930006,14750,0.75150001,10,7,11,1,1,14.75
0,0,1,2,40,12,NA,0,2460,42,14,8.536600113,21000,0.691500008,12,7,14,1,5,21
0,0,0,3,54,15,NA,0,1880,55,16,13.82999992,35400,0.621500015,0,7,7.5,1,8,35.40000153
0,0,0,0,53,7,NA,0,3481,53,9,1.480000019,10700,0.75150001,7,7,7.5,0,0,10.69999981
0,0,0,1,48,12,NA,0,2450,51,12,8.571399689,24500,0.661499977,7,7,9.5,1,4,24.5
0,0,1,2,36,12,NA,0,2062,38,14,8.22990036,17045,0.721499979,7,7,9.5,1,2,17.04500008
0,0,0,0,57,12,NA,0,2146,52,14,8.387700081,18800,0.691500008,7,7,7.5,1,30,18.79999924
0,0,0,0,51,12,NA,0,1575,49,7,7.365099907,14000,0.721499979,10,7,14,1,25,14
0,0,0,4,33,13,NA,0,3096,37,12,3.441499949,18214,0.721499979,7,0,3,0,3,18.2140007
0,0,0,0,52,12,NA,0,3280,49,11,3.353699923,20177,0.75150001,7,7,7.5,1,20,20.17700005
0,0,0,0,56,10,NA,0,1680,60,8,2.976200104,8300,0.781499982,0,7,7.5,1,20,8.300000191
0,0,1,2,36,12,NA,0,2625,38,11,5.181000233,14200,0.75150001,14,9,7.5,1,0,14.19999981
0,0,1,0,36,14,NA,0,1846,50,16,10.29300022,21768,0.691500008,12,12,7.5,0,15,21.76799965
0,0,0,1,46,12,NA,0,2178,47,10,13.24300003,29553,0.581499994,10,7,14,1,10,29.5529995
0,0,0,3,31,10,NA,0,960,33,9,3.645800114,4350,0.941500008,7,7,7.5,0,4,4.349999905
0,0,0,0,52,11,NA,0,2210,51,12,10.40699959,24000,0.661499977,7,7,11,1,3,24
0,0,0,2,46,12,NA,0,2192,55,12,8.211700439,18300,0.691500008,7,7,7.5,1,10,18.29999924
0,0,2,0,35,12,NA,0,1960,44,16,8.673500061,17200,0.721499979,7,3,7.5,1,9,17.20000076
0,0,0,0,59,12,NA,0,1920,56,10,8.320799828,16476,0.691500008,7,7,14,0,7,16.47599983
0,0,0,1,36,8,NA,0,2286,40,12,4.287000179,13400,0.75150001,0,0,14,0,12,13.39999962
0,0,1,3,51,7,NA,0,2000,52,7,10.5,44988,0.521499991,3,3,14,0,0,44.98799896
0,0,1,0,31,16,NA,0,2256,31,12,7.978700161,18200,0.691500008,12,12,9,1,16,18.20000076
0,0,0,2,31,14,NA,0,2370,36,17,11.81400013,28000,0.621500015,12,12,14,1,4,28
0,0,1,1,32,12,NA,0,1800,39,13,6.111100197,11550,0.75150001,12,12,7.5,1,7,11.55000019
0,0,1,2,35,16,NA,0,2250,38,16,12.57800007,28450,0.621500015,12,7,14,1,7,28.45000076
0,0,0,3,40,12,NA,4.099999905,1080,43,12,11.24400043,15096,0.75150001,7,10,7.5,1,14,15.09599972
0,0,1,2,33,10,NA,0,2840,38,12,2.740799904,8009,0.781499982,7,7,14,0,2,8.008999825
0,0,0,0,54,7,NA,0,2250,52,11,4.444399834,10040,0.75150001,0,0,3,1,20,10.03999996
0,0,1,1,36,12,NA,0,2746,37,12,5.826700211,16700,0.721499979,12,12,7.5,1,5,16.70000076
0,0,0,1,50,10,NA,0,2300,60,8,2.347800016,8400,0.781499982,12,7,3,0,10,8.399999619
0,0,0,0,54,8,NA,0,2860,49,8,4.475500107,13000,0.721499979,0,0,3,0,20,13
0,0,0,1,48,11,NA,0,1765,49,12,8.498600006,17970,0.721499979,7,7,7.5,1,10,17.96999931
0,0,0,4,41,15,NA,0,2520,42,16,7.182499886,18450,0.721499979,14,17,5,0,8,18.45000076
0,0,0,4,50,12,NA,0,2208,53,12,10.86999989,31000,0.661499977,12,7,14,1,11,31
0,0,0,2,46,12,NA,0,2119,51,8,7.122200012,24135,0.721499979,10,7,7.5,1,3,24.13500023
0,0,0,1,42,13,NA,0,2580,47,17,10.65919971,31700,0.581499994,12,12,7.5,0,6,31.70000076
0,0,1,2,31,9,NA,0,1984,34,12,3.276200056,10190,0.791499972,3,3,14,0,4,10.18999958
0,0,0,0,53,12,NA,0,1880,58,8,7.752099991,21574,0.721499979,10,10,14,0,4,21.5739994
0,0,0,1,51,12,NA,0,2185,57,12,11.94499969,26680,0.621500015,3,3,7.5,1,9,26.68000031
0,0,0,1,47,12,NA,0,2080,57,12,4.615399837,17700,0.75150001,7,9,11,1,10,17.70000076
0,0,0,1,50,12,NA,0,1920,50,12,13.02099991,29400,0.621500015,12,12,14,1,3,29.39999962
0,0,0,1,37,6,NA,0,3000,52,5,2.666699886,22159,0.75150001,7,7,7.5,0,2,22.1590004
0,0,2,2,30,12,NA,0,2100,31,12,8.833299637,35000,0.581499994,12,12,11,0,2,35
0,0,0,0,49,12,NA,0,1690,39,12,2.366899967,8630,0.791499972,16,16,5,1,0,8.630000114
0,0,0,2,52,12,NA,0,2600,49,16,5,17080,0.75150001,7,0,14,1,8,17.07999992
0,0,0,2,47,12,NA,0,1984,49,16,7.459700108,32500,0.721499979,10,7,14,1,6,32.5
0,0,0,0,49,12,NA,0,2064,53,12,7.751900196,16000,0.721499979,7,7,11,1,15,16
0,0,0,4,44,12,NA,0,2553,31,16,5.405399799,18850,0.75150001,12,10,14,1,15,18.85000038
0,0,0,0,53,8,NA,0,2776,59,9,6.123899937,17500,0.691500008,9,9,9.5,1,9,17.5
0,0,1,0,30,12,NA,0,2315,31,13,8.336899757,19392,0.691500008,7,12,14,0,8,19.3920002
0,0,0,2,54,12,NA,0,1880,55,12,7.127699852,14450,0.721499979,7,10,7.5,1,18,14.44999981
0,0,1,1,47,7,NA,0,2160,51,7,6.120399952,21800,0.691500008,0,0,7.5,1,3,21.79999924
0,0,0,0,56,15,NA,0,900,56,12,3.111099958,7700,0.75150001,7,7,14,1,10,7.699999809
0,0,0,1,49,12,NA,0,2467,52,16,12.16100025,31800,0.581499994,7,7,11,0,6,31.79999924
0,0,0,0,48,6,NA,0,1820,55,12,5.384600163,17258,0.75150001,7,7,9.5,1,20,17.25799942
0,0,0,1,49,12,NA,0,2223,53,10,3.983799934,13399,0.75150001,10,12,9.5,0,8,13.39900017
0,0,0,1,56,12,NA,0,2142,60,12,7.46969986,16073,0.721499979,12,16,11,0,3,16.07299995
0,0,0,0,46,12,NA,0,1928,46,11,11.41100025,23260,0.661499977,7,7,7.5,1,4,23.26000023
0,0,0,2,45,12,NA,0,2783,49,17,12.93599987,37300,0.551500022,12,12,14,1,13,37.29999924
0,0,0,2,32,12,NA,0,1960,35,12,5.612199783,11000,0.75150001,12,7,11,1,4,11
0,0,1,1,43,12,NA,2.700000048,1920,41,12,6.809899807,13075,0.75150001,7,7,14,1,17,13.07499981
0,0,1,1,34,12,NA,0,1587,39,12,8.50660038,13700,0.721499979,7,7,9.5,1,4,13.69999981
0,0,1,1,30,12,NA,0,2496,51,10,5.507999897,25100,0.661499977,7,10,5,0,0,25.10000038
0,0,2,0,38,17,NA,4.800000191,2280,39,12,7.228499889,18600,0.691500008,12,16,5,1,15,18.60000038
0,0,1,1,33,16,NA,0,2750,36,17,9.454500198,29000,0.621500015,16,16,9.5,0,11,29
0,0,0,0,52,12,NA,0,2115,55,12,8.983499527,19237,0.691500008,7,7,9.5,1,23,19.23699951
0,0,0,3,43,11,NA,0,2590,45,12,5.984600067,19855,0.721499979,12,14,7.5,1,1,19.85499954
0,0,1,1,33,12,NA,0,2372,34,12,3.962899923,9450,0.75150001,12,7,9.5,0,5,9.449999809
0,0,0,0,45,10,NA,0,2295,48,12,7.057499886,30000,0.581499994,7,7,7.5,0,1,30
0,0,2,1,36,10,NA,0,2096,38,12,7.156499863,15000,0.721499979,10,10,14,1,5,15
0,0,1,1,34,12,NA,0,3315,39,17,4.014500141,24701,0.661499977,12,12,9.5,1,3,24.70100021
0,0,0,2,37,14,NA,0,1777,50,16,3.8829,15900,0.721499979,10,14,11,0,3,15.89999962
0,0,0,1,46,10,NA,0,1880,51,12,7.978700161,16240,0.721499979,7,7,11,0,19,16.23999977
0,0,0,0,47,12,NA,0,2184,55,10,5.036600113,21100,0.75150001,12,12,9.5,1,20,21.10000038
0,0,2,1,31,16,NA,0,3250,32,16,7.076900005,23000,0.661499977,12,12,7.5,1,5,23
0,0,0,0,57,5,NA,0,1520,58,5,3.618400097,6340,0.771499991,7,7,14,0,0,6.340000153
0,0,1,1,30,12,NA,0,3119,30,13,13.4659996,42250,0.49149999,10,10,5,1,3,42.25
0,0,0,0,30,12,NA,0,640,43,17,14.53100014,14694,0.721499979,12,10,11,1,3,14.69400024
0,0,0,3,44,12,NA,0,2250,45,12,6.800000191,21417,0.721499979,12,12,9.5,1,7,21.41699982
0,0,0,0,53,13,NA,0,3000,53,13,6.666699886,20200,0.661499977,7,12,7.5,1,7,20.20000076
0,0,0,0,51,8,NA,0,2028,54,8,5.917200089,12090,0.721499979,7,7,9.5,1,1,12.09000015
0,0,1,3,39,12,NA,0,2412,36,14,10.23999977,24760,0.661499977,12,7,5,1,13,24.76000023
0,0,0,0,52,8,NA,0,2452,54,12,8.156599998,23000,0.691500008,7,3,3,0,0,23
0,0,0,4,46,8,NA,0,2304,50,12,6.677499771,19365,0.721499979,3,3,11,1,0,19.36499977
0,0,0,5,47,12,NA,0,3120,49,12,0.961499989,5550,0.941500008,7,7,3,0,12,5.550000191
0,0,0,2,52,8,NA,0,1670,54,8,16.90699959,68035,0.441500008,7,3,7.5,1,0,68.03500366
0,0,0,2,45,12,NA,0,2137,46,15,13.56999969,29300,0.621500015,10,14,7.5,1,5,29.29999924
0,0,0,0,60,11,NA,0,2071,52,11,8.932900429,18500,0.691500008,7,7,7.5,1,45,18.5
0,0,0,2,41,13,NA,0,1960,54,7,4.737199783,22582,0.721499979,17,7,11,0,10,22.58200073
0,0,0,3,39,8,NA,0,2068,45,12,8.51060009,21500,0.721499979,7,7,7.5,1,2,21.5
0,0,0,1,49,12,NA,0,2190,51,12,5.251100063,28070,0.75150001,7,7,7.5,0,3,28.06999969
0,0,1,1,32,15,NA,0,2295,37,13,21.7859993,50300,0.441500008,12,12,14,1,1,50.29999924
0,0,1,3,33,12,NA,0,2970,34,13,7.912499905,23500,0.661499977,12,12,14,1,5,23.5
0,0,0,4,36,10,NA,0,2068,37,8,7.108300209,15500,0.75150001,7,9,14,0,10,15.5
0,0,3,3,37,13,NA,0,2419,39,14,5.043399811,13440,0.771499991,7,0,5,0,4,13.43999958
0,0,1,2,30,12,NA,0,2150,34,11,2.244199991,8100,0.781499982,12,12,11,0,7,8.100000381
0,0,1,1,44,11,NA,0,1152,37,10,8.506899834,9800,0.75150001,7,12,9.5,1,9,9.800000191
0,0,0,1,48,12,NA,0,2640,49,12,7.575799942,20300,0.691500008,7,12,5,1,5,20.29999924
0,0,0,4,40,11,NA,0,2550,45,11,5.882400036,15000,0.75150001,7,7,14,1,4,15
0,0,0,0,47,13,NA,0,1360,49,16,40.44100189,56100,0.441500008,9,9,5,1,11,56.09999847
0,0,0,2,36,12,NA,0,2420,40,12,6.23390007,22846,0.721499979,12,7,5,1,9,22.84600067
0,0,0,2,40,11,NA,0,2205,42,14,9.297100067,22225,0.691500008,7,12,5,1,4,22.22500038
0,0,0,1,46,12,NA,0,3268,46,12,0.703800023,17635,0.941500008,12,7,7.5,1,2,17.63500023
0,0,0,0,52,12,NA,0,3672,54,12,2.542500019,18500,0.691500008,3,12,7.5,0,23,18.5
0,0,0,1,44,12,NA,0,1800,45,12,5.083300114,13390,0.75150001,12,12,11,0,3,13.39000034
0,0,0,1,45,10,NA,0,1926,46,14,7.684299946,15150,0.721499979,7,7,7.5,1,15,15.14999962
0,0,2,1,30,7,NA,0,1920,35,7,4.0625,16200,0.781499982,7,3,7.5,0,8,16.20000076
0,0,1,3,40,12,NA,0,2080,44,12,6.51060009,33920,0.661499977,12,12,14,1,3,33.91999817
0,0,0,1,43,12,NA,0,2856,43,12,2.950999975,14000,0.721499979,7,12,7.5,0,25,14
0,0,0,2,49,12,NA,0,2115,53,10,5.673799992,16736,0.75150001,12,3,11,1,2,16.73600006
0,0,1,4,46,12,NA,3.450000048,1880,48,12,12.76599979,30650,0.661499977,12,12,11,1,0,30.64999962
0,0,0,0,52,11,NA,0,2000,52,12,6,12400,0.75150001,7,7,11,0,19,12.39999962
0,0,1,1,31,12,NA,0,2044,33,15,9.295499802,19022,0.691500008,7,10,9.5,1,3,19.02199936
0,0,1,1,42,10,NA,0,1677,47,11,5.132400036,11203,0.75150001,7,7,5,0,7,11.20300007
0,0,0,3,33,11,NA,0,2184,38,8,9.065899849,19876,0.691500008,7,14,7.5,1,1,19.87599945
0,0,0,0,57,16,NA,0,3185,57,13,11.93099976,57000,0.441500008,7,12,14,1,9,57
0,0,0,0,49,10,NA,0,2680,51,10,6.716400146,18290,0.691500008,10,10,11,1,3,18.29000092
0,0,0,1,45,14,NA,0,3615,47,14,4.585100174,20220,0.691500008,14,12,11,1,8,20.21999931
0,0,0,0,56,11,NA,0,2139,56,12,9.256699562,22150,0.691500008,7,7,14,1,0,22.14999962
0,0,1,3,41,12,NA,0,3080,43,12,8.565600395,30623,0.621500015,10,10,7.5,1,5,30.62299919
0,0,0,0,56,5,NA,0,1261,53,6,6.740699768,9380,0.75150001,3,3,14,1,20,9.380000114
0,0,0,1,48,10,NA,0,2227,48,10,9.878800392,22000,0.691500008,7,7,5,1,3,22
0,0,0,2,52,16,NA,0,1920,53,16,9.375,23675,0.661499977,12,10,7.5,1,12,23.67499924
0,0,0,0,51,12,NA,0,2350,55,12,6.27699995,33671,0.721499979,7,7,14,1,5,33.67100143
0,0,0,3,35,11,NA,0,1785,39,10,6.424099922,12367,0.75150001,7,7,7.5,0,1,12.36699963
0,0,0,0,45,12,NA,0,2598,51,12,8.371800423,21950,0.661499977,7,7,5,0,0,21.95000076
0,0,0,0,54,12,NA,0,2455,58,17,12.22000027,32000,0.581499994,7,7,9.5,1,7,32
0,0,0,2,54,12,NA,0,2450,54,13,3.561199903,22610,0.721499979,10,10,9.5,1,13,22.61000061
0,0,1,0,31,12,NA,0,1218,32,8,8.866999626,12092,0.75150001,7,7,3,0,3,12.09200001
0,0,0,3,53,6,NA,0,2040,54,4,1.851500034,3777,0.941500008,7,7,11,0,0,3.77699995
0,0,2,2,35,14,NA,0,2600,34,14,8.076899529,36000,0.551500022,16,14,3,0,2,36
0,0,1,3,36,12,NA,0,2450,40,16,8.979599953,26900,0.661499977,12,16,7.5,0,0,26.89999962
0,0,0,0,59,12,NA,0,2717,60,12,6.661799908,32242,0.661499977,7,7,11,1,2,32.24200058
0,0,0,0,54,16,NA,0,2701,54,17,11.10700035,35020,0.581499994,16,17,5,1,1,35.02000046
0,0,1,1,37,12,NA,0,2600,47,17,14.07699966,37600,0.551500022,7,7,9,1,10,37.59999847
0,0,0,0,44,12,NA,0,3640,54,10,0.412099987,1500,0.941500008,7,7,7.5,1,10,1.5
0,0,1,2,34,17,NA,0,2940,40,16,23.80999947,96000,0.441500008,12,12,5,1,1,96
0,0,0,0,49,12,NA,0,1880,50,12,9.574500084,18150,0.691500008,7,7,11,0,3,18.14999962
0,0,0,0,49,12,NA,0,3500,51,12,1.928599954,15500,0.721499979,7,7,3,0,32,15.5
0,0,0,0,60,9,NA,0,3320,60,8,2.578299999,14000,0.721499979,7,7,3,0,0,14
0,0,0,0,51,12,NA,0,1605,55,12,7.227399826,14756,0.721499979,7,7,7.5,1,7,14.75599957
0,0,1,1,30,12,NA,0,2500,30,14,8.800000191,22000,0.661499977,12,10,5,1,5,22
0,0,0,2,47,12,NA,0,2400,49,9,7.75,24466,0.661499977,7,7,11,1,2,24.4659996
0,0,0,4,36,12,NA,0,1634,45,17,14.68799973,24400,0.661499977,12,12,7.5,1,5,24.39999962
0,0,1,3,35,12,NA,0,2260,38,12,10.48700047,24000,0.661499977,7,7,9.5,1,3,24
0,0,0,0,58,12,NA,0,3478,53,12,4.025300026,15500,0.721499979,12,9,11,0,25,15.5
0,0,1,3,41,14,NA,0,2550,42,16,11.76500034,30800,0.621500015,14,12,7.5,0,0,30.79999924
0,0,0,1,51,10,NA,0,840,52,8,9.523799896,10660,0.75150001,7,7,14,1,3,10.65999985
0,0,0,0,47,12,NA,0,1520,52,12,6.907899857,13350,0.721499979,7,7,11,0,10,13.35000038
0,0,1,2,45,9,NA,0,1920,35,9,5.151000023,10090,0.75150001,12,3,11,0,10,10.09000015
0,0,0,0,60,14,NA,0,2703,55,17,20.49600029,55600,0.441500008,16,14,14,1,7,55.59999847
0,0,1,1,30,16,NA,2,1896,46,16,13.55500031,25700,0.661499977,12,12,9.5,1,5,25.70000076
0,0,0,0,55,11,NA,0,1960,57,13,14.79599953,29000,0.581499994,7,3,5,1,15,29
0,0,1,2,32,12,NA,0,3060,50,8,1.690500021,7286,0.781499982,10,7,3,0,1,7.285999775
0,0,0,2,36,12,NA,0,2805,38,12,7.229599953,37752,0.521499991,7,7,3,0,5,37.7519989
0,0,0,0,55,12,NA,0,1944,53,7,4.115200043,13072,0.75150001,3,3,14,0,9,13.07199955
0,0,0,0,47,12,NA,0,1960,47,12,2.999000072,7044,0.771499991,3,3,14,0,18,7.044000149
0,0,0,1,47,12,NA,0,2112,52,8,8.049200058,18200,0.691500008,7,7,14,1,1,18.20000076
0,0,0,1,37,11,NA,0,2544,39,12,8.576999664,27000,0.621500015,12,7,3,0,0,27
0,0,0,2,50,12,NA,0,1700,53,17,9.32349968,30300,0.581499994,10,12,3,0,6,30.29999924
0,0,0,3,30,12,NA,0,2550,31,12,4.705900192,12000,0.75150001,3,7,14,0,1,12
0,0,0,1,48,17,NA,0,2080,45,17,9.134599686,31500,0.661499977,16,17,3,0,2,31.5
0,0,0,2,43,10,NA,0,2060,49,12,7.767000198,27092,0.721499979,10,10,5,1,15,27.09199905
0,0,1,0,48,11,NA,0,1955,46,8,4.126900196,20968,0.75150001,7,7,3,0,25,20.96800041
0,0,1,2,41,14,NA,0,2500,44,17,10,27000,0.661499977,17,7,14,1,1,27
0,0,0,0,50,12,NA,0,2750,52,10,4.072700024,11225,0.75150001,7,10,7.5,1,0,11.22500038
0,0,0,0,58,8,NA,0,2040,59,5,7.852900028,37700,0.581499994,3,3,7.5,0,0,37.70000076
0,0,0,5,38,13,NA,0,3275,43,15,7.816800117,28200,0.661499977,12,16,7.5,1,0,28.20000076
0,0,0,1,37,12,NA,0,2400,39,12,9.166700363,34000,0.661499977,7,12,5,0,8,34
0,0,0,0,50,16,NA,0,2024,51,17,29.6439991,63200,0.441500008,12,7,9.5,1,22,63.20000076
0,0,0,4,42,8,NA,0,1840,44,6,4.076099873,7500,0.791499972,3,3,7.5,1,5,7.5
0,0,1,3,37,9,NA,0,2033,37,17,8.362000465,17410,0.721499979,10,10,9.5,1,10,17.40999985
0,0,0,2,41,16,NA,0,1946,40,17,12.06200027,51000,0.441500008,16,17,9,1,1,51
0,0,0,2,31,12,NA,0,3660,31,12,2.325099945,12916,0.75150001,10,7,3,0,1,12.91600037
0,0,0,0,51,12,NA,0,2088,55,11,10.01000023,21900,0.661499977,7,7,5,1,6,21.89999962
0,0,1,2,36,12,NA,0,2048,41,12,5.27339983,17640,0.75150001,7,7,5,0,4,17.63999939
0,0,0,0,54,15,NA,0,1920,52,15,10.41699982,20000,0.691500008,14,16,14,0,6,20
0,0,0,0,49,12,NA,0,2000,54,12,7.5,15000,0.721499979,7,7,14,1,0,15
0,0,1,1,48,9,NA,0,2204,47,8,6.352099895,14060,0.721499979,10,12,5,0,1,14.06000042
0,0,0,2,42,9,NA,0,3157,45,10,3.807100058,15825,0.721499979,7,14,9.5,0,3,15.82499981
0,0,1,2,41,12,NA,0,1665,44,14,9.909899712,16510,0.721499979,3,16,9.5,1,15,16.51000023
0,0,0,0,55,16,NA,0,2304,56,11,2.670099974,13000,0.721499979,12,12,7.5,0,33,13
0,0,0,0,42,9,NA,0,2275,46,8,4.395599842,10000,0.75150001,7,7,5,1,2,10
0,0,0,1,32,15,NA,0,2760,33,17,7.971000195,22000,0.661499977,12,12,7.5,1,1,22
0,0,0,2,43,12,NA,0,1750,44,14,15.4289999,29800,0.581499994,7,7,7.5,1,10,29.79999924
0,0,1,3,33,12,NA,0,3366,37,13,1.985399961,15000,0.721499979,7,7,5,1,0,15
0,0,0,1,48,15,NA,0,2205,51,16,7.256199837,22300,0.721499979,10,14,9.5,1,14,22.29999924
0,0,0,2,43,12,NA,0,1990,48,9,7.035200119,14550,0.721499979,3,16,7.5,1,15,14.55000019
0,0,1,3,47,17,NA,0,1930,57,16,8.134699821,19730,0.691500008,14,12,7.5,1,15,19.72999954
0,0,0,0,54,12,NA,0,1350,60,12,11.98099995,35000,0.551500022,12,12,7.5,1,10,35
0,0,0,1,51,12,NA,0,3340,52,12,5.992199898,21014,0.661499977,7,3,7.5,1,6,21.01399994
0,0,0,1,51,10,NA,0,960,57,10,4.145800114,10876,0.75150001,14,7,7.5,0,18,10.8760004
0,0,1,1,43,13,NA,0,2732,42,13,8.510199547,27850,0.621500015,12,10,7.5,0,15,27.85000038
0,0,0,0,53,12,NA,0,1624,59,8,2.963099957,9560,0.75150001,0,3,3,0,30,9.56000042
0,0,1,1,34,11,NA,0,1804,36,12,8.814900398,30300,0.621500015,7,7,7.5,0,15,30.29999924
0,0,1,1,31,8,NA,0,2805,31,10,2.495500088,7720,0.781499982,7,7,7.5,0,10,7.71999979
0,0,0,0,56,12,NA,0,2160,59,8,4.884300232,10550,0.75150001,10,7,7.5,1,0,10.55000019
